Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Tan, X.-P., Wang, X.-Y.","57192836810; 56921881000","Dependence changes between the carbon price and its fundamentals: A quantile regression approach",2017,"Applied Energy",190,"",,306,325,,71,10.1016/j.apenergy.2016.12.116,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85008311720&partnerID=40&md5=28940c8a2b9bb9dc720b3b8309b6c94e",Article,Final,"",Scopus,2-s2.0-85008311720
"Staffell, I.","23101313800","Measuring the progress and impacts of decarbonising British electricity",2017,"Energy Policy",102,"",,463,475,,70,10.1016/j.enpol.2016.12.037,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85008235180&partnerID=40&md5=b631790ccd7fec2e73187908f69735d8",Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85008235180
"Liu, Y., Han, L., Yin, Z., Luo, K.","57222364218; 9432332800; 57208298171; 57192710838","A competitive carbon emissions scheme with hybrid fiscal incentives: The evidence from a taxi industry",2017,"Energy Policy",102,"",,414,422,,30,10.1016/j.enpol.2016.12.038,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85007566293&partnerID=40&md5=fc5f203c4af2cc2dc47190ef231427a6",Article,Final,"",Scopus,2-s2.0-85007566293
"Parkinson, B., Greig, C., McFarland, E., Smart, S.","57192656303; 56641062700; 35553442600; 25226026100","Techno-economic analysis of a process for CO2-free coproduction of iron and hydrocarbon chemical products",2017,"Chemical Engineering Journal",313,"",,136,143,,7,10.1016/j.cej.2016.12.059,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85007107357&partnerID=40&md5=302ebdf353e6db89afb3d03a691ebe6d",Article,Final,"",Scopus,2-s2.0-85007107357
"English, J., Niet, T., Lyseng, B., Palmer-Wilson, K., Keller, V., Moazzen, I., Pitt, L., Wild, P., Rowe, A.","55334768200; 6505979790; 57189867921; 57192573016; 57192542540; 35186409400; 7005227006; 7102744066; 57203029299","Impact of electrical intertie capacity on carbon policy effectiveness",2017,"Energy Policy",101,"",,571,581,,11,10.1016/j.enpol.2016.10.026,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85006736335&partnerID=40&md5=62ff1133f24502fd0e3846678b0860b3",Article,Final,"",Scopus,2-s2.0-85006736335
"Carpenè, L., Bertrand, V., Ollivier, T.","57192380575; 55595832000; 36606712600","Comparing biomass-based and conventional heating systems with costly CO2 emissions: Cost estimations and breakeven prices for large-scale district heating schemes",2017,"International Journal of Global Energy Issues",40,"1-2",,20,42,,3,10.1504/IJGEI.2017.080765,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85005975806&partnerID=40&md5=23134df22dc2ff57feb75c1b97ed0fac",Article,Final,"",Scopus,2-s2.0-85005975806
"Steckel, J.C., Jakob, M., Flachsland, C., Kornek, U., Lessmann, K., Edenhofer, O.","35759880900; 57197618524; 26430741100; 57193891233; 24781220900; 55868364000","From climate finance toward sustainable development finance",2017,"Wiley Interdisciplinary Reviews: Climate Change",8,"1", e437,,,,44,10.1002/wcc.437,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85002634585&partnerID=40&md5=9694a08448c5735ddfddefb968528e7b",Review,Final,"",Scopus,2-s2.0-85002634585
"Liu, X., Fan, Y., Wang, C.","8258055300; 57190122887; 7501637590","An estimation of the effect of carbon pricing for CO2 mitigation in China's cement industry",2017,"Applied Energy",185,"",,671,686,,24,10.1016/j.apenergy.2016.10.115,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84998774691&partnerID=40&md5=e10f02f7aba81fcd4b13a1c4dee14d16",Article,Final,"",Scopus,2-s2.0-84998774691
"Riahi, K., van Vuuren, D.P., Kriegler, E., Edmonds, J., O'Neill, B.C., Fujimori, S., Bauer, N., Calvin, K., Dellink, R., Fricko, O., Lutz, W., Popp, A., Cuaresma, J.C., KC, S., Leimbach, M., Jiang, L., Kram, T., Rao, S., Emmerling, J., Ebi, K., Hasegawa, T., Havlik, P., Humpenöder, F., Da Silva, L.A., Smith, S., Stehfest, E., Bosetti, V., Eom, J., Gernaat, D., Masui, T., Rogelj, J., Strefler, J., Drouet, L., Krey, V., Luderer, G., Harmsen, M., Takahashi, K., Baumstark, L., Doelman, J.C., Kainuma, M., Klimont, Z., Marangoni, G., Lotze-Campen, H., Obersteiner, M., Tabeau, A., Tavoni, M.","6602435618; 7003501910; 55881072300; 57225389374; 35234249500; 36971176800; 23466205000; 26640190700; 6507507267; 57120021700; 55259243300; 35732066600; 57172760000; 23988178700; 6602732810; 7403475833; 6701727436; 18537628500; 56524474400; 35428937200; 26655621500; 35221567100; 55761580300; 57204865946; 57193073844; 6507617253; 6507549454; 56517727900; 56059326700; 35240780700; 36151443700; 25224790600; 55618509700; 24332203900; 15069126500; 56819891300; 55741327300; 35098318800; 57190132720; 7006513458; 42662973900; 55657062700; 14321817400; 6603640566; 12753130300; 21744127000","The Shared Socioeconomic Pathways and their energy, land use, and greenhouse gas emissions implications: An overview",2017,"Global Environmental Change",42,"",,153,168,,1691,10.1016/j.gloenvcha.2016.05.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84994893387&partnerID=40&md5=12447efa5bc3827cd1bcb56eb9eb5ee2",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84994893387
"Wang, Y., Chen, W., Liu, B.","57190879758; 57219117930; 55911726400","Manufacturing/remanufacturing decisions for a capital-constrained manufacturer considering carbon emission cap and trade",2017,"Journal of Cleaner Production",140,"",,1118,1128,,114,10.1016/j.jclepro.2016.10.058,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84994613964&partnerID=40&md5=fd4cb6bb596079c3a2767e54370a9b2b",Article,Final,"",Scopus,2-s2.0-84994613964
"Calvin, K., Bond-Lamberty, B., Clarke, L., Edmonds, J., Eom, J., Hartin, C., Kim, S., Kyle, P., Link, R., Moss, R., McJeon, H., Patel, P., Smith, S., Waldhoff, S., Wise, M.","26640190700; 6602729986; 14626095800; 7102594598; 56517727900; 24080132800; 56060528100; 35221968600; 57190395667; 35474341000; 57203106769; 35222170400; 57193073844; 6507819469; 7202820832","The SSP4: A world of deepening inequality",2017,"Global Environmental Change",42,"",,284,296,,189,10.1016/j.gloenvcha.2016.06.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84979681457&partnerID=40&md5=3da3493e6db4df9be033d28882ab0390",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-84979681457
"Liu, Y., Tan, X.-J., Yu, Y., Qi, S.-Z.","56383915700; 57189663753; 57189659405; 56304640100","Assessment of impacts of Hubei Pilot emission trading schemes in China – A CGE-analysis using TermCO2 model",2017,"Applied Energy",189,"",,762,769,,130,10.1016/j.apenergy.2016.05.085,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84973869882&partnerID=40&md5=0cb2ee7051a9d060d288a422d6b2fd51",Article,Final,"",Scopus,2-s2.0-84973869882
"Fischer, P.W., Cullen, A.C., Ettl, G.J.","57189237363; 7102518752; 6602558132","The Effect of Forest Management Strategy on Carbon Storage and Revenue in Western Washington: A Probabilistic Simulation of Tradeoffs",2017,"Risk Analysis",37,"1",,173,192,,6,10.1111/risa.12611,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84966667885&partnerID=40&md5=f627c5634001c5958c133e7f7fdbc88e",Article,Final,"",Scopus,2-s2.0-84966667885
"Weitzel, M.","55009233500","Who gains from technological advancement? The role of policy design when cost development for key abatement technologies is uncertain",2017,"Environmental Economics and Policy Studies",19,"1",,151,181,,2,10.1007/s10018-016-0142-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84957616419&partnerID=40&md5=ba395dc0529b677d55dc284c113bd7f2",Article,Final,"",Scopus,2-s2.0-84957616419
"Henderson, B., Falcucci, A., Mottet, A., Early, L., Werner, B., Steinfeld, H., Gerber, P.","35791996400; 15065292300; 22734727600; 56798189200; 56797626800; 6602549225; 8574990100","Marginal costs of abating greenhouse gases in the global ruminant livestock sector",2017,"Mitigation and Adaptation Strategies for Global Change",22,"1",,199,224,,24,10.1007/s11027-015-9673-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84939818071&partnerID=40&md5=b55cd3bd62dec451b7c52de07c28c815",Article,Final,"",Scopus,2-s2.0-84939818071
"Zhang, C., Yang, X.","56413258000; 57193654051","Forecasting of China's regional carbon market price based on multi-frequency combined model",2016,"Xitong Gongcheng Lilun yu Shijian/System Engineering Theory and Practice",36,"12",,3017,3025,,8,10.12011/1000-6788(2016)12-3017-09,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015427061&partnerID=40&md5=0eb8208099d99e19444036d95fe3cca9",Article,Final,"",Scopus,2-s2.0-85015427061
"Munroe, K.B.","55824508700","Business in a Changing Climate: Explaining Industry Support for Carbon Pricing",2016,"Business in a Changing Climate: Explaining Industry Support for Carbon Pricing",,"",,1,151,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021032795&partnerID=40&md5=dccd8acb2fd55143857a51c47a8ab2b8",Book,Final,"",Scopus,2-s2.0-85021032795
"Masoumzadeh, A., Nekouei, E., Alpcan, T.","56001310600; 15835104500; 56250520000","Long-term stochastic planning in electricity markets under carbon cap constraint: A Bayesian game approach",2016,"IEEE PES Innovative Smart Grid Technologies Conference Europe",,"", 7796430,466,471,,8,10.1109/ISGT-Asia.2016.7796430,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85010082116&partnerID=40&md5=31500f4817c7bae978fbd53c30048b9a",Conference Paper,Final,"All Open Access, Green",Scopus,2-s2.0-85010082116
[No author name available],[No author name available],"Walking the walk: Canada's prime minister secures a deal for a national carbon price",2016,"Economist (United Kingdom)",412,"9016",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020419795&partnerID=40&md5=8f1b18515dbbbd4878e14c846c875286",Article,Final,"",Scopus,2-s2.0-85020419795
"Wu, R., Dai, H., Geng, Y., Xie, Y., Masui, T., Tian, X.","56672305900; 37007401600; 7103277844; 56714294400; 35240780700; 56547883500","Achieving China's INDC through carbon cap-and-trade: Insights from Shanghai",2016,"Applied Energy",184,"",,1114,1122,,105,10.1016/j.apenergy.2016.06.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85001967850&partnerID=40&md5=d0e49ec37739a0e3df1176c11868c91f",Article,Final,"",Scopus,2-s2.0-85001967850
"Kuo, T.C., Hong, I.-H., Lin, S.C.","7401533845; 35755735400; 57192070565","Do carbon taxes work? Analysis of government policies and enterprise strategies in equilibrium",2016,"Journal of Cleaner Production",139,"",,337,346,,54,10.1016/j.jclepro.2016.07.164,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84996524354&partnerID=40&md5=5277cc82a55dbb164f72d2241556bafe",Article,Final,"",Scopus,2-s2.0-84996524354
"Zhou, R., Li, Y., Sun, J., Zhang, H., Liu, D.","14053132400; 57193012846; 57193009460; 57193012657; 57193010422","Low-Carbon Economic Dispatch considering carbon capture unit and demand response under carbon trading",2016,"Asia-Pacific Power and Energy Engineering Conference, APPEEC",2016-December,"", 7779726,1435,1439,,9,10.1109/APPEEC.2016.7779726,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009965943&partnerID=40&md5=1ce721c774a48b580117c95f18394e39",Conference Paper,Final,"",Scopus,2-s2.0-85009965943
"Pearse, R.","37073190400","The coal question that emissions trading has not answered",2016,"Energy Policy",99,"",,319,328,,26,10.1016/j.enpol.2016.05.053,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84994718408&partnerID=40&md5=73487cb9ae6ca043cfb4f678738d1be8",Article,Final,"",Scopus,2-s2.0-84994718408
"Nguyen, T.T., Nghiem, N.","56000733000; 55248409000","Optimal forest rotation for carbon sequestration and biodiversity conservation by farm income levels",2016,"Forest Policy and Economics",73,"",,185,194,,10,10.1016/j.forpol.2016.09.014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84988683812&partnerID=40&md5=3513dfd77992556449ede3ff2f3475ef",Article,Final,"",Scopus,2-s2.0-84988683812
"Lu, Z., Qi, J., Wen, B., Li, X.","55186088900; 57190983350; 57190986884; 54583977900","A dynamic model for generation expansion planning based on Conditional Value-at-Risk theory under Low-Carbon Economy",2016,"Electric Power Systems Research",141,"",,363,371,,21,10.1016/j.epsr.2016.08.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84985032120&partnerID=40&md5=0e23830d267d9e31ce53c5d39fdcf664",Article,Final,"",Scopus,2-s2.0-84985032120
"Fan, J., He, H., Wu, Y.","55133716000; 57190299946; 55824226100","Personal carbon trading and subsidies for hybrid electric vehicles",2016,"Economic Modelling",59,"",,164,173,,24,10.1016/j.econmod.2016.07.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84979031916&partnerID=40&md5=cb6bc7409cf4713df31f51db312e32e8",Article,Final,"",Scopus,2-s2.0-84979031916
"Gallagher, D.R.","11139452700","Climate Change Leadership as Sustainability Leadership: From the C-Suite to the Conference of the Parties",2016,"Journal of Leadership Studies",9,"4",,60,64,,5,10.1002/jls.21428,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84961639052&partnerID=40&md5=d5ac7a17a1303051909f7e1770d27a95",Article,Final,"",Scopus,2-s2.0-84961639052
"Gibson, C.A., Meybodi, M.A., Behnia, M.","55892290900; 23978664800; 55832863300","A methodology to compare combined heat and power systems operating under emissions reduction policies considering biomass co-fired, coal- and natural gas-fuelled steam turbines",2016,"Energy Efficiency",9,"6",,1271,1297,,5,10.1007/s12053-016-9423-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84954429558&partnerID=40&md5=7706390cb9b287f8c3281d7621190fbb",Article,Final,"",Scopus,2-s2.0-84954429558
"Chen, H., Wang, C., Ye, M.","57191499671; 7501637590; 55890689200","An uncertainty analysis of subsidy for carbon capture and storage (CCS) retrofitting investment in China's coal power plants using a real-options approach",2016,"Journal of Cleaner Production",137,"",,200,212,,49,10.1016/j.jclepro.2016.07.074,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84991047717&partnerID=40&md5=298aafbaf67a3a0e49471fc4c78ac77b",Article,Final,"",Scopus,2-s2.0-84991047717
"Hirth, L., Steckel, J.C.","55054839000; 35759880900","The role of capital costs in decarbonizing the electricity sector",2016,"Environmental Research Letters",11,"11", 114010,,,,93,10.1088/1748-9326/11/11/114010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85005939399&partnerID=40&md5=8896e144407aba205e51777d5990db41",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85005939399
"Aldy, J., Pizer, W., Tavoni, M., Reis, L.A., Akimoto, K., Blanford, G., Carraro, C., Clarke, L.E., Edmonds, J., Iyer, G.C., McJeon, H.C., Richels, R., Rose, S., Sano, F.","6506765346; 6602192536; 21744127000; 57204865946; 7103331758; 23977456900; 35232517900; 14626095800; 7102594598; 55863835700; 57203106769; 6603709480; 15825990000; 16319687000","Economic tools to promote transparency and comparability in the Paris Agreement",2016,"Nature Climate Change",6,"11",,1000,1004,,83,10.1038/nclimate3106,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84992640308&partnerID=40&md5=457496f9c930b588acf1739c2734866d",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84992640308
"Hirth, L.","55054839000","The benefits of flexibility: The value of wind energy with hydropower",2016,"Applied Energy",181,"",,210,223,,127,10.1016/j.apenergy.2016.07.039,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84989946212&partnerID=40&md5=0abd12c8ca76071365d1cf36891a6243",Article,Final,"",Scopus,2-s2.0-84989946212
"Dutu, R.","24279590100","Challenges and policies in Indonesia's energy sector",2016,"Energy Policy",98,"",,513,519,,58,10.1016/j.enpol.2016.09.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84988037186&partnerID=40&md5=9201a2cdffac8248f44b705b649cc54d",Article,Final,"",Scopus,2-s2.0-84988037186
"Rootzén, J., Johnsson, F.","35174870700; 7006817882","Paying the full price of steel – Perspectives on the cost of reducing carbon dioxide emissions from the steel industry",2016,"Energy Policy",98,"",,459,469,,25,10.1016/j.enpol.2016.09.021,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84988014688&partnerID=40&md5=7963d1260a86927eeddb46785d95ceeb",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84988014688
"Yang, L., Li, F., Zhang, X.","56162830600; 57191074634; 55206349200","Chinese companies’ awareness and perceptions of the Emissions Trading Scheme (ETS): Evidence from a national survey in China",2016,"Energy Policy",98,"",,254,265,,63,10.1016/j.enpol.2016.08.039,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84986269645&partnerID=40&md5=a6015726e7e550f3cf6f8c0c503fbefb",Article,Final,"",Scopus,2-s2.0-84986269645
"Healey, S., Jaccard, M.","56749726900; 6701566896","Abundant low-cost natural gas and deep GHG emissions reductions for the United States",2016,"Energy Policy",98,"",,241,253,,4,10.1016/j.enpol.2016.08.026,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84984985138&partnerID=40&md5=ceff88903ef83bbaf1543ecad3afa394",Article,Final,"",Scopus,2-s2.0-84984985138
"Pearse, R.","37073190400","Moving targets: Carbon pricing, energy markets, and social movements in Australia",2016,"Environmental Politics",25,"6",,1079,1101,,22,10.1080/09644016.2016.1196969,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84976287142&partnerID=40&md5=9969163d247d9cb07ee790a09afa82d1",Article,Final,"",Scopus,2-s2.0-84976287142
"Fan, Y., Liu, Y.-P., Guo, J.-F.","7403491920; 57188817091; 8639513100","How to explain carbon price using market micro-behaviour?",2016,"Applied Economics",48,"51",,4992,5007,,11,10.1080/00036846.2016.1170930,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84963537654&partnerID=40&md5=533219bc7ebb6b0c43a4fbe3acffc242",Article,Final,"",Scopus,2-s2.0-84963537654
