Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Wen, F., Zhao, H., Zhao, L., Yin, H.","25639188900; 57368175600; 55578043900; 57337761300","What drive carbon price dynamics in China?",2022,"International Review of Financial Analysis",79,"", 101999,,,,15,10.1016/j.irfa.2021.101999,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85120921486&partnerID=40&md5=1afa557749372fa9bbd058d4a6787930",Article,Final,"",Scopus,2-s2.0-85120921486
"Lang, G., Lanz, B.","57214123735; 23481991500","Climate policy without a price signal: Evidence on the implicit carbon price of energy efficiency in buildings",2022,"Journal of Environmental Economics and Management",111,"", 102560,,,,2,10.1016/j.jeem.2021.102560,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85120482697&partnerID=40&md5=0816de46c3e010cab02a1104baf2b2d5",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85120482697
"Mintz-Woo, K.","57195038374","Carbon pricing ethics",2022,"Philosophy Compass",17,"1", e12803,,,,1,10.1111/phc3.12803,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85120458832&partnerID=40&md5=809a8987ece4d0b7eb22a7c7868e3f15",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85120458832
"Fageda, X., Teixidó, J.J.","14068406200; 57193762144","Pricing carbon in the aviation sector: Evidence from the European emissions trading system",2022,"Journal of Environmental Economics and Management",111,"", 102591,,,,5,10.1016/j.jeem.2021.102591,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85120432680&partnerID=40&md5=99a4462e239ffbc4fd6d5a85b4009784",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85120432680
"Khan, I., Hou, F., Zakari, A., Irfan, M., Ahmad, M.","57218845111; 34569859200; 57193670148; 57210718423; 57208845001","Links among energy intensity, non-linear financial development, and environmental sustainability: New evidence from Asia Pacific Economic Cooperation countries",2022,"Journal of Cleaner Production",330,"", 129747,,,,26,10.1016/j.jclepro.2021.129747,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85119919206&partnerID=40&md5=fd31c9d9fd03bf4485f18ebc91c94ef4",Article,Final,"",Scopus,2-s2.0-85119919206
"Luderer, G., Madeddu, S., Merfort, L., Ueckerdt, F., Pehl, M., Pietzcker, R., Rottoli, M., Schreyer, F., Bauer, N., Baumstark, L., Bertram, C., Dirnaichner, A., Humpenöder, F., Levesque, A., Popp, A., Rodrigues, R., Strefler, J., Kriegler, E.","15069126500; 57220805195; 57352448200; 55810286300; 57189996027; 55056564200; 57203459754; 57211038216; 23466205000; 35098318800; 55881685200; 56638656200; 55761580300; 57196352306; 35732066600; 57219723486; 25224790600; 55881072300","Impact of declining renewable energy costs on electrification in low-emission scenarios",2022,"Nature Energy",7,"1",,32,42,,34,10.1038/s41560-021-00937-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85119840798&partnerID=40&md5=2b490d445ebb27137e6fb1dc7e17ff86",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85119840798
"Jha, A.","57195970625","Regulatory induced risk aversion in coal contracting at us power plants: Implications for environmental policy",2022,"Journal of the Association of Environmental and Resource Economists",9,"1",,51,78,,,10.1086/715885,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85119604172&partnerID=40&md5=f9da88be8ea683958e4355ca555c1fbb",Article,Final,"",Scopus,2-s2.0-85119604172
"Anser, M.K., Ali, S., Khan, M.A., Nassani, A.A., Askar, S.E., Zaman, K., Abro, M.M.Q., Kabbani, A.","57201617089; 57214290594; 57207217831; 57192275707; 57219901237; 36544506000; 57193902993; 57205250739","The Role of Sustainable Technological Innovations in the Relationship between Freight Pricing and Environmental Degradation: Evidence from a Panel of 39 R&amp;D economies",2022,"Atmosfera",35,"2",,395,420,,2,10.20937/ATM.52922,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85118201768&partnerID=40&md5=180435be1919eb21d43b3d417bc7daa1",Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85118201768
"Grottera, C., Naspolini, G.F., La Rovere, E.L., Schmitz Gonçalves, D.N., Nogueira, T.D.F., Hebeda, O., Dubeux, C.B.S., Goes, G.V., Moreira, M.M.R., Mota da Cruz, G., Gesteira, C.J.M., Wills, W., Castro, G.M., D'Agosto, M.D.A., Le Treut, G., da Cunha, S.H.F., Lefèvre, J.","56922317600; 57216222571; 6602731448; 57146830800; 57220922695; 57315321300; 36113116400; 57195265249; 55215354800; 57315730900; 43061318000; 27468091400; 57221951425; 25121417100; 57217115367; 36873530400; 57202379775","Energy policy implications of carbon pricing scenarios for the Brazilian NDC implementation",2022,"Energy Policy",160,"", 112664,,,,2,10.1016/j.enpol.2021.112664,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85118127733&partnerID=40&md5=71fada8a49252b265ccaed5a71102ed9",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85118127733
"Runst, P., Höhle, D.","55389721700; 57301386400","The German eco tax and its impact on CO2 emissions",2022,"Energy Policy",160,"", 112655,,,,4,10.1016/j.enpol.2021.112655,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85117403274&partnerID=40&md5=2ff61be62c59630b260d24d43b0c7324",Article,Final,"",Scopus,2-s2.0-85117403274
"Ruhnau, O., Bucksteeg, M., Ritter, D., Schmitz, R., Böttger, D., Koch, M., Pöstges, A., Wiedmann, M., Hirth, L.","57204519133; 56801047900; 57202388366; 57291873800; 56038628300; 57202391024; 57209532350; 57292559800; 55054839000","Why electricity market models yield different results: Carbon pricing in a model-comparison experiment",2022,"Renewable and Sustainable Energy Reviews",153,"", 111701,,,,8,10.1016/j.rser.2021.111701,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85116927997&partnerID=40&md5=06300749ada3cd6a11ed1dbd3ef1a028",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85116927997
"Hassan, A., Ibrahim, M., Bala, A.J.","57199802581; 57206856981; 57226401903","On the pursuit of energy security: evidence from the nexus between clean energy stock price and energy security elements",2022,"International Journal of Sustainable Energy",41,"7",,846,867,,3,10.1080/14786451.2021.1986043,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85116759447&partnerID=40&md5=54bdaab22d63a0dff3558b822382dfbc",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85116759447
"Wills, W., La Rovere, E.L., Grottera, C., Naspolini, G.F., Le Treut, G., Ghersi, F., Lefèvre, J., Dubeux, C.B.S.","27468091400; 6602731448; 56922317600; 57216222571; 57217115367; 6505854426; 57202379775; 36113116400","Economic and social effectiveness of carbon pricing schemes to meet Brazilian NDC targets",2022,"Climate Policy",22,"1",,48,63,,2,10.1080/14693062.2021.1981212,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85116227710&partnerID=40&md5=c9fff680880f2fbb149a90948547dd58",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85116227710
"Duarte de Paula Costa, M., Lovelock, C.E., Waltham, N.J., Moritsch, M.M., Butler, D., Power, T., Thomas, E., Macreadie, P.I.","57203727835; 7003761121; 55881668700; 56043748500; 7401620908; 57213938078; 57278932500; 6503983109","Modelling blue carbon farming opportunities at different spatial scales",2022,"Journal of Environmental Management",301,"", 113813,,,,5,10.1016/j.jenvman.2021.113813,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85116064855&partnerID=40&md5=739d109b0df2c4ffdb6cf52fb637a1bf",Article,Final,"",Scopus,2-s2.0-85116064855
"Lovcha, Y., Perez-Laborda, A., Sikora, I.","55606791200; 55607256500; 57196469499","The determinants of CO2 prices in the EU emission trading system",2022,"Applied Energy",305,"", 117903,,,,8,10.1016/j.apenergy.2021.117903,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85116063151&partnerID=40&md5=b1141a2c76da3b1c762045931def17a2",Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85116063151
"Wickham, D., Hawkes, A., Jalil-Vega, F.","57270086900; 13610020900; 57194496555","Hydrogen supply chain optimisation for the transport sector – Focus on hydrogen purity and purification requirements",2022,"Applied Energy",305,"", 117740,,,,5,10.1016/j.apenergy.2021.117740,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85115621051&partnerID=40&md5=d31165dcc24c4d53086eb8565be6204d",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85115621051
"Sarabia Escriva, E.J., Hart, M., Acha, S., Soto Francés, V., Shah, N., Markides, C.N.","40762296500; 57218311436; 7801621970; 6508354657; 57226876530; 8287822500","Techno-economic evaluation of integrated energy systems for heat recovery applications in food retail buildings",2022,"Applied Energy",305,"", 117799,,,,7,10.1016/j.apenergy.2021.117799,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85115228606&partnerID=40&md5=825e53a33e4aadfeb26d6ff4b233f79d",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85115228606
"Franta, B.","23488680400","Weaponizing economics: Big Oil, economic consultants, and climate policy delay",2022,"Environmental Politics",31,"4",,555,575,,7,10.1080/09644016.2021.1947636,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85113584871&partnerID=40&md5=2e8542f9d4510e33a6f2d3e457a2e403",Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85113584871
"Mo, B., Li, Z., Meng, J.","57194527977; 57193554581; 57203065706","The dynamics of carbon on green energy equity investment: quantile-on-quantile and quantile coherency approaches",2022,"Environmental Science and Pollution Research",29,"4",,5912,5922,,2,10.1007/s11356-021-15647-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85113415884&partnerID=40&md5=c1a3cb5eb905b2040d9805e0e16fd891",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85113415884
"Lin, J., Dong, J., Liu, D., Zhang, Y., Ma, T.","57211083846; 55265544000; 57209459123; 57224834359; 55778577600","From peak shedding to low-carbon transitions: Customer psychological factors in demand response",2022,"Energy",238,"", 121667,,,,3,10.1016/j.energy.2021.121667,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85112140721&partnerID=40&md5=487ce933842147e6336ab1b9a8a0cfd1",Article,Final,"",Scopus,2-s2.0-85112140721
"Stepanov, I.A., Makarov, I.A.","57169933200; 57169907200","Greenhouse gas emissions regulation in fossil fuels exporting countries: opportunities and challenges for Russia",2022,"Post-Communist Economies",34,"7",,916,943,,5,10.1080/14631377.2021.1943918,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85110887260&partnerID=40&md5=7b2427e244260cb2ba70c3b8bdf78aaa",Article,Final,"",Scopus,2-s2.0-85110887260
"Zhu, B., Ye, S., Wang, P., Chevallier, J., Wei, Y.-M.","14326460600; 57201337977; 55509310800; 35316737800; 13005705700","Forecasting carbon price using a multi-objective least squares support vector machine with mixture kernels",2022,"Journal of Forecasting",41,"1",,100,117,,34,10.1002/for.2784,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85107377224&partnerID=40&md5=d3aa8a20a9d28b20632295a038ca2e73",Article,Final,"",Scopus,2-s2.0-85107377224
"Wong, J.B., Zhang, Q.","23053366900; 57211682699","Impact of carbon tax on electricity prices and behaviour",2022,"Finance Research Letters",44,"", 102098,,,,8,10.1016/j.frl.2021.102098,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85107040909&partnerID=40&md5=48f034fbeaefa3089e779f6456547f92",Article,Final,"",Scopus,2-s2.0-85107040909
"Yang, X., Zhang, C., Yang, Y., Wang, W., Wagan, Z.A.","57193654051; 56413258000; 57192549001; 57785260500; 57200528205","A new risk measurement method for China's carbon market",2022,"International Journal of Finance and Economics",27,"1",,1280,1290,,,10.1002/ijfe.2214,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089467157&partnerID=40&md5=78c50fe2825a23f63b72c72399ef206a",Article,Final,"",Scopus,2-s2.0-85089467157
"Anser, M.K., Khan, M.A., Nassani, A.A., Aldakhil, A.M., Voo, X.H., Zaman, K.","57201617089; 57207217831; 57192275707; 56070784000; 57217994673; 36544506000","Relationship of environment with technological innovation, carbon pricing, renewable energy, and global food production",2022,"Economics of Innovation and New Technology",31,"4",,231,267,,9,10.1080/10438599.2020.1792607,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85088876951&partnerID=40&md5=9b644f98e8dcc6159217567962ef3eb8",Article,Final,"",Scopus,2-s2.0-85088876951
"Cui, J., Wang, C., Zhang, J., Zheng, Y.","57189222117; 57203540840; 36607081200; 57226245479","The effectiveness of China’s regional carbon market pilots in reducing firm emissions",2021,"Proceedings of the National Academy of Sciences of the United States of America",118,"52", e2109912118,,,,21,10.1073/pnas.2109912118,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85122574234&partnerID=40&md5=654be6a7addccd05444a26e9a8351b37",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85122574234
"Li, X., Mulder, M.","57226505289; 55609230700","Value of power-to-gas as a flexibility option in integrated electricity and hydrogen markets",2021,"Applied Energy",304,"", 117863,,,,8,10.1016/j.apenergy.2021.117863,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85116493364&partnerID=40&md5=e75163a414043933d87b56427f9f9e70",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85116493364
"Sterkhov, K.V., Khokhlov, D.A., Zaichenko, M.N., Pleshanov, K.A.","56257988800; 55744187100; 55871432000; 26533134300","A zero carbon emission CCGT power plant and an existing steam power station modernization scheme",2021,"Energy",237,"", 121570,,,,1,10.1016/j.energy.2021.121570,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85111247915&partnerID=40&md5=948e13a5f6a700b1888993031d2c95ac",Article,Final,"",Scopus,2-s2.0-85111247915
"Yang, J., Azar, C., Lindgren, K.","57384919500; 7005678429; 7006516594","Financing the Transition Toward Carbon Neutrality—an Agent-Based Approach to Modeling Investment Decisions in the Electricity System",2021,"Frontiers in Climate",3,"", 738286,,,,1,10.3389/fclim.2021.738286,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85123192201&partnerID=40&md5=34a05e63829838e2cfbffe28ad90a842",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85123192201
"Chen, H., Wang, H., Li, P.","57381647700; 57302936800; 57381472200","Research on Logistics Carbon Emission Mathematical Estimation and Compensation by Computer Statistics and Data Analysis",2021,"Journal of Physics: Conference Series",2083,"3", 032069,,,,,10.1088/1742-6596/2083/3/032069,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85121559873&partnerID=40&md5=67d0422f807a3df2490c5f50ef29a2dc",Conference Paper,Final,"All Open Access, Bronze",Scopus,2-s2.0-85121559873
"Durán, G.M.","10046332800","EU Carbon Border Adjustment Mechanism: Key Issues Going Forward",2021,"European Foreign Affairs Review",26,"4",,499,506,,,10.54648/EERR2021039,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85130421515&partnerID=40&md5=e060fbee4c8fd6880366dd0e2a2510c3",Review,Final,"All Open Access, Bronze",Scopus,2-s2.0-85130421515
"Hof, A.F., van der Wijst, K.-I., van Vuuren, D.P.","12238851300; 57216393623; 7003501910","The Impact of Socio-Economic Inertia and Restrictions on Net-Negative Emissions on Cost-Effective Carbon Price Pathways",2021,"Frontiers in Climate",3,"", 785577,,,,,10.3389/fclim.2021.785577,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85123359639&partnerID=40&md5=ec9bab0b37d634ab5daf4fd7b777edac",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85123359639
"Xu, W.","57375915300","The Impact and Influencing Path of the Pilot Carbon Emission Trading market——Evidence From China",2021,"Frontiers in Environmental Science",9,"", 787655,,,,5,10.3389/fenvs.2021.787655,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85121387714&partnerID=40&md5=f4fd538c2b88f6190a5aece56e7833af",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85121387714
"Bulai, V.-C., Horobet, A., Popovici, O.C., Belascu, L., Dumitrescu, S.A.","57211407950; 34872342600; 56226224800; 35368116100; 57374821000","A var-based methodology for assessing carbon price risk across european union economic sectors",2021,"Energies",14,"24", 8424,,,,3,10.3390/en14248424,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85121298858&partnerID=40&md5=6a00ace9d4b3a21d9197c9762e3609a1",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85121298858
"Liu, N., Song, F.-T.","57330050400; 23013245000","Marginal abatement cost of carbon emissions under different shared socioeconomic pathways",2021,"Sustainability (Switzerland)",13,"24", 13693,,,,2,10.3390/su132413693,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85121270855&partnerID=40&md5=0a72d43aeeb159225cced102ae8d9c6a",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85121270855
"Pérez-Domínguez, I., del Prado, A., Mittenzwei, K., Hristov, J., Frank, S., Tabeau, A., Witzke, P., Havlik, P., van Meijl, H., Lynch, J., Stehfest, E., Pardo, G., Barreiro-Hurle, J., Koopman, J.F.L., Sanz-Sánchez, M.J.","26431610500; 6701755151; 18437879700; 56671088300; 55584015900; 12753130300; 36618412300; 35221567100; 6602400103; 57200726702; 6507617253; 55650562500; 35112833700; 56677447500; 35600014900","Short- and long-term warming effects of methane may affect the cost-effectiveness of mitigation policies and benefits of low-meat diets",2021,"Nature Food",2,"12",,970,980,,4,10.1038/s43016-021-00385-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85121043511&partnerID=40&md5=7b98245a5f27633602d4bc25e09e430b",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85121043511
"Wolfram, P., Weber, S., Gillingham, K., Hertwich, E.G.","57168833100; 57225955986; 22984715200; 6701785583","Pricing indirect emissions accelerates low—carbon transition of US light vehicle sector",2021,"Nature Communications",12,"1", 7121,,,,7,10.1038/s41467-021-27247-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85120996581&partnerID=40&md5=c9570ec7085fecbb1c910b37c840eeeb",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85120996581
"Benalcazar, P., Kaszyński, P., Kamiński, J.","57194009600; 55875297600; 55511748805","Assessing the effects of uncertain energy and carbon prices on the operational patterns and economic results of chp systems",2021,"Energies",14,"24", 8216,,,,1,10.3390/en14248216,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85120823737&partnerID=40&md5=5f9646dd5672ad7cc1993bdd59bb6f1c",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85120823737
"Tang, A.Q., Mizunoya, T.","57366264000; 32167693700","A study on selecting greenhouse gas reduction options: A simulation analysis for Vietnam",2021,"Sustainability (Switzerland)",13,"24", 13530,,,,,10.3390/su132413530,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85120780125&partnerID=40&md5=277f3a9ff0ec4da451876ebdb093e1f7",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85120780125
"Wang, P., Lin, C.-K., Wang, Y., Liu, D., Song, D., Wu, T.","57191750395; 56953688700; 57203769039; 57348653300; 16176403100; 57292586600","Location-specific co-benefits of carbon emissions reduction from coal-fired power plants in China",2021,"Nature Communications",12,"1", 6948,,,,9,10.1038/s41467-021-27252-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85120335447&partnerID=40&md5=7e887932f0455a1111e9c4c8b7d879f1",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85120335447
"Lin, B., Xu, B.","35098935000; 56555536600","A non-parametric analysis of the driving factors of China's carbon prices",2021,"Energy Economics",104,"", 105684,,,,5,10.1016/j.eneco.2021.105684,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85118887776&partnerID=40&md5=c10ad443992491aa9008158cfe23c2d7",Article,Final,"",Scopus,2-s2.0-85118887776
"van Soest, H.L., Aleluia Reis, L., Baptista, L.B., Bertram, C., Després, J., Drouet, L., den Elzen, M., Fragkos, P., Fricko, O., Fujimori, S., Grant, N., Harmsen, M., Iyer, G., Keramidas, K., Köberle, A.C., Kriegler, E., Malik, A., Mittal, S., Oshiro, K., Riahi, K., Roelfsema, M., van Ruijven, B., Schaeffer, R., Silva Herran, D., Tavoni, M., Unlu, G., Vandyck, T., van Vuuren, D.P.","57035239200; 57204865946; 57253541000; 55881685200; 56487114100; 55618509700; 6602757925; 55549666800; 57120021700; 36971176800; 57217356279; 56819891300; 55863835700; 56009829600; 56659375700; 55881072300; 57215191998; 56245543200; 56581685800; 6602435618; 55598940700; 16025936300; 57204785123; 24081153500; 21744127000; 57326587600; 55212279300; 7003501910","Global roll-out of comprehensive policy measures may aid in bridging emissions gap",2021,"Nature Communications",12,"1", 6419,,,,8,10.1038/s41467-021-26595-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85118651881&partnerID=40&md5=b05ee5379b974b758506f7b2cf96d3b9",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85118651881
"Mayer, J., Dugan, A., Bachner, G., Steininger, K.W.","57204727110; 57221643666; 56073880300; 6701445158","Is carbon pricing regressive? Insights from a recursive-dynamic CGE analysis with heterogeneous households for Austria",2021,"Energy Economics",104,"", 105661,,,,4,10.1016/j.eneco.2021.105661,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85118340074&partnerID=40&md5=b78e71c24edd3382fcd3b0881978e0dc",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85118340074
"Shen, J., Zhang, Q., Xu, L., Tian, S., Wang, P.","57296881600; 57218330831; 57214267207; 57263798300; 56158010700","Future CO2 emission trends and radical decarbonization path of iron and steel industry in China",2021,"Journal of Cleaner Production",326,"", 129354,,,,17,10.1016/j.jclepro.2021.129354,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85117155528&partnerID=40&md5=7a11b35779a1dfd0830f4c524eff74d6",Article,Final,"",Scopus,2-s2.0-85117155528
"Kikstra, J.S., Vinca, A., Lovat, F., Boza-Kiss, B., van Ruijven, B., Wilson, C., Rogelj, J., Zakeri, B., Fricko, O., Riahi, K.","57219873011; 57202323507; 57291837300; 26633451000; 16025936300; 7404895249; 36151443700; 55092009400; 57120021700; 6602435618","Climate mitigation scenarios with persistent COVID-19-related energy demand changes",2021,"Nature Energy",6,"12",,1114,1123,,22,10.1038/s41560-021-00904-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85116914604&partnerID=40&md5=7cfa42d98a1e308d337f7d9bb4f81500",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85116914604
"Riedel, F., Gorbach, G., Kost, C.","57292844300; 57292155200; 48861432700","Barriers to internal carbon pricing in German companies",2021,"Energy Policy",159,"", 112654,,,,,10.1016/j.enpol.2021.112654,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85116866597&partnerID=40&md5=ee052561e50f8f96d952d953626b6a13",Article,Final,"",Scopus,2-s2.0-85116866597
"Nunes, A.V., Peres, C.A., Constantino, P.A.L., Fischer, E., Nielsen, M.R.","57214415090; 7005085103; 24829236400; 19034302700; 30967633400","Wild meat consumption in tropical forests spares a significant carbon footprint from the livestock production sector",2021,"Scientific Reports",11,"1", 19001,,,,,10.1038/s41598-021-98282-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85116568295&partnerID=40&md5=6732f13cea91e3bf7f72aca18f22e80c",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85116568295
"van den Bergh, J., Savin, I.","7006196632; 55539536700","Correction to: Impact of Carbon Pricing on Low-Carbon Innovation and Deep Decarbonisation: Controversies and Path Forward (Environmental and Resource Economics, (2021), 80, 4, (705-715), 10.1007/s10640-021-00594-6)",2021,"Environmental and Resource Economics",80,"4",,717,,,,10.1007/s10640-021-00608-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85116495943&partnerID=40&md5=5f9bcdea6674768c077aa1cf6a634851",Erratum,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85116495943
"Radpour, S., Gemechu, E., Ahiduzzaman, M., Kumar, A.","16177945900; 36997774200; 26424506600; 55574185498","Developing a framework to assess the long-term adoption of renewable energy technologies in the electric power sector: The effects of carbon price and economic incentives",2021,"Renewable and Sustainable Energy Reviews",152,"", 111663,,,,11,10.1016/j.rser.2021.111663,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85115329929&partnerID=40&md5=59a128f9762a63d1dd83db9fd8cde4b3",Article,Final,"",Scopus,2-s2.0-85115329929
"van den Bergh, J., Savin, I.","7006196632; 55539536700","Impact of Carbon Pricing on Low-Carbon Innovation and Deep Decarbonisation: Controversies and Path Forward",2021,"Environmental and Resource Economics",80,"4",,705,715,,7,10.1007/s10640-021-00594-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85114922312&partnerID=40&md5=4b7bf160a3b99b591d2de22851155eb8",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85114922312
"Anser, M.K., Godil, D.I., Khan, M.A., Nassani, A.A., Zaman, K., Abro, M.M.Q.","57201617089; 57216160278; 57207217831; 57192275707; 36544506000; 57193902993","The impact of coal combustion, nitrous oxide emissions, and traffic emissions on COVID-19 cases: a Markov-switching approach",2021,"Environmental Science and Pollution Research",28,"45",,64882,64891,,5,10.1007/s11356-021-15494-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85111515050&partnerID=40&md5=6f22dd59f9f618da16977f6f82d35886",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85111515050
"Handley, M.C., Slesinski, D., Hsu, S.C.","57222115935; 57222105501; 7403183824","Potential Early Markets for Fusion Energy",2021,"Journal of Fusion Energy",40,"2", 18,,,,3,10.1007/s10894-021-00306-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85109631631&partnerID=40&md5=4d25cc3f6ac85acbf6bc837ab9f046ca",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85109631631
"Sognnaes, I., Gambhir, A., van de Ven, D.-J., Nikas, A., Anger-Kraavi, A., Bui, H., Campagnolo, L., Delpiazzo, E., Doukas, H., Giarola, S., Grant, N., Hawkes, A., Köberle, A.C., Kolpakov, A., Mittal, S., Moreno, J., Perdana, S., Rogelj, J., Vielle, M., Peters, G.P.","57202353918; 55695697600; 57193066523; 57190220801; 35104293400; 57222991604; 55320888600; 57201433254; 8626662500; 36350718200; 57217356279; 13610020900; 56659375700; 55039903300; 56245543200; 57222988661; 57211207721; 36151443700; 8669525600; 10639594300","A multi-model analysis of long-term emissions and warming implications of current mitigation efforts",2021,"Nature Climate Change",11,"12",,1055,1062,,19,10.1038/s41558-021-01206-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85108411013&partnerID=40&md5=d92294f146bc8edf5a1b747059686e67",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85108411013
"van der Wijst, K.-I., Hof, A.F., van Vuuren, D.P.","57216393623; 12238851300; 7003501910","On the optimality of 2°C targets and a decomposition of uncertainty",2021,"Nature Communications",12,"1", 2575,,,,5,10.1038/s41467-021-22826-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85105453503&partnerID=40&md5=0fd89e3fa1594b9fc383b767976f36d2",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85105453503
"Ma, J., Kuo, J.","57223308847; 57223306909","Environmental self-regulation for sustainable development: Can internal carbon pricing enhance financial performance?",2021,"Business Strategy and the Environment",30,"8",,3517,3527,,4,10.1002/bse.2817,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85105432353&partnerID=40&md5=85f87c097e79d807c008d363ba2b07cb",Article,Final,"",Scopus,2-s2.0-85105432353
